  21 2021 03 29 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 FORA    38     5     33   16.4    2.3    2.3   220    6.6    0.3    2.9    0.00   982.93   110   16.6    1.7   -995   -995   -995   -995   -995    -995    -995    -995
 FREE    39     5     34   19.1    4.0    4.0   206    4.7    0.4    5.0    0.00   957.95   146   19.8    2.7   -995   -995   -995   -995   -995    -995    -995    -995
 FTCB    40     5     30   18.8    3.0    3.0   216   10.6    0.3    3.7    0.00   972.85   144   19.2    2.1   -995   -995   -995   -995   -995    -995    -995    -995
 GOOD    41     5     22   20.1    8.4    8.3   211    8.0    1.1   11.1    0.00   904.06   174   20.4    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 GRA2   117     5     35   19.8    2.3    2.3   174    4.9    0.2    2.8    0.00   982.59   144   20.1    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 GUTH    43     5     26   18.4    1.2    1.1   219   10.3    0.2    1.6    0.00   983.08   125   18.7    0.6   -995   -995   -995   -995   -995    -995    -995    -995
 HASK    44     5     34   16.4    1.2    1.2   104    9.1    0.2    1.5    0.00  1001.08    99   17.1    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 HECT   113     5     29   17.1    1.6    1.5    94    9.2    0.3    1.9    0.00   993.80   103   17.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 HINT    45     5     31   17.9    3.2    3.2   208    5.8    0.3    3.8    0.00   964.44   141   18.0    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 HOBA    46     5     33   18.7    4.6    4.6   200    4.7    0.3    5.6    0.00   967.01   146   18.7    3.4   -995   -995   -995   -995   -995    -995    -995    -995
 HOLD   134     5     34   17.1    1.7    1.7    86    3.5    0.2    2.0    0.00   989.50   108   18.1    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 HOLL    47     5     25   19.9    2.5    2.4   181   10.9    0.4    3.1    0.00   963.80   153   20.2    1.8   -995   -995   -995   -995   -995    -995    -995    -995
 HOOK    48     5     25   19.8    7.7    7.6   206    7.1    1.6   10.6    0.00   913.68   173   20.0    5.6   -995   -995   -995   -995   -995    -995    -995    -995
 HUGO    49     5     30   17.1    2.1    2.1    41    8.2    0.4    3.0    0.00  1002.48    80   17.6    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 IDAB    50     5     33   17.2    2.2    2.2     4    7.4    0.5    3.3    0.00  1010.06    84   18.6    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 INOL   120     5     40   15.0    2.2    2.1   110    6.4    0.2    2.7    0.00  1000.36    91   16.1    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 JAYX    51     5     33   14.1    1.1    1.1    11   11.4    0.3    1.9    0.00   987.16    77   14.4    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KENT    52     5     18   21.1    8.6    8.5   207    6.5    1.2   10.9    0.00   868.28   206   21.0    6.5   -995   -995   -995   -995   -995    -995    -995    -995
 KETC    53     5     24   19.8    0.7    0.7    62    6.7    0.2    1.2    0.00   982.22   128   20.1    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133     5     34   17.9    3.5    3.5   135    4.4    0.3    4.1    0.00   983.89   127   18.2    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 LAHO    55     5     41   16.7    4.7    4.7   153    5.3    0.4    5.7    0.00   974.70   127   16.9    3.3   -995   -995   -995   -995   -995    -995    -995    -995
 LANE    56     5     28   18.4    1.4    1.4    56   16.9    0.3    2.0    0.00  1001.51    98   18.9    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 MADI    57     5     27   19.4    2.3    2.2    70   11.0    0.5    3.6    0.00   995.01   120   20.0    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 MANG    58     5     27   19.4    4.2    4.2   176    7.9    0.6    5.6    0.00   968.37   152   19.6    2.9   -995   -995   -995   -995   -995    -995    -995    -995
 MARE    59     5     24   18.3    1.0    1.0    13    8.0    0.2    1.7    0.00   983.40   122   18.5    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 MAYR    61     5     21   20.2    6.1    6.0   222   10.6    1.2    9.1    0.00   955.02   148   20.1    3.9   -995   -995   -995   -995   -995    -995    -995    -995
 MCAL    62     5     29   17.2    1.3    1.2    76   21.3    0.4    2.6    0.00   995.92    97   17.4    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 MEDF    63     5     42   17.2    3.2    3.2   152    7.9    0.4    4.2    0.00   981.99   125   17.2    2.5   -995   -995   -995   -995   -995    -995    -995    -995
 MEDI    64     5     25   19.7    1.5    1.4   159   13.6    0.5    2.5    0.00   965.09   145   19.8    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 MIAM    65     5     44   14.0    1.6    1.6    60    7.1    0.2    2.0    0.00   993.55    76   14.6    0.4   -995   -995   -995   -995   -995    -995    -995    -995
 MINC    66     5     29   18.0    2.7    2.6   134    9.5    0.6    3.9    0.00   971.87   114   18.2    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 MRSH   125     5     29   18.0    1.2    1.2   122    9.0    0.2    1.6    0.00   985.05   124   18.3    0.5   -995   -995   -995   -995   -995    -995    -995    -995
 MTHE    67     5     30   15.6    1.3    1.2   314   23.8    0.6    3.3    0.00   989.58    25   16.3    0.5   -995   -995   -995   -995   -995    -995    -995    -995
 NEWK    68     5   -996   -996   -996   -996  -996   -996   -996   -996    -996     -996  -996   -996   -996   -995   -995   -995   -995   -995    -995    -995    -995
 NEWP   123     5     25   19.0    1.7    1.7    56   11.3    0.3    2.5    0.00   989.04    89   19.6    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 NOWA    70     5     40   15.4    3.4    3.4   163    5.6    0.3    4.1    0.00   997.78    85   16.1    2.5   -995   -995   -995   -995   -995    -995    -995    -995
 NRMN   121     5     21   18.9    0.2    0.2   270    9.7    0.2    0.6    0.00   980.41   126   20.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 OILT    71     5     28   17.7    0.6    0.6   335   10.8    0.2    1.1    0.00   991.95    91   18.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 OKCE   130     5     23   19.1    0.6    0.6   110   18.8    0.3    1.1    0.00   980.30   132   19.2    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 OKEM    72     5     28   18.0    0.4    0.4    71   23.6    0.1    0.7    0.00   991.49   104   18.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 OKMU    73     5     37   16.1    2.6    2.5    79    5.9    0.2    3.2    0.00   998.54   108   17.3    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 PAUL    74     5     26   19.6    0.9    0.9   166   21.9    0.4    1.6    0.00   988.18   123   20.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 PAWN    75     5   -999   17.8    0.8    0.7   288   18.9    0.2    1.2    0.00   988.96   119   18.0    0.3   -995   -995   -995   -995   -995    -995    -995    -995
 PERK    76     5     32   17.9    1.5    1.5   115    6.5    0.4    2.3    0.00   987.56   119   18.6    1.1   -995   -995   -995   -995   -995    -995    -995    -995
 PORT   118     5     32   16.6    1.5    1.5   109    9.6    0.3    2.3    0.00   999.98    96   17.1    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 PRYO    77     5     40   15.1    1.8    1.8   135    5.6    0.3    2.3    0.00   998.85    79   16.0    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 PUTN    78     5     30   18.2    5.6    5.6   174    5.8    0.7    7.4    0.00   952.66   148   18.2    4.2   -995   -995   -995   -995   -995    -995    -995    -995
 REDR    79     5     28   17.9    0.8    0.8   151   10.0    0.2    1.2    0.00   987.22   123   18.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 RING    81     5     38   19.2    2.1    2.1   117    5.1    0.2    2.4    0.00   989.09   132   20.0    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 SALL    82     5     29   16.6    1.8    1.7   344   19.4    0.5    3.1    0.00  1004.37    85   17.1    1.1   -995   -995   -995   -995   -995    -995    -995    -995
 SEIL    83     5     24   19.7    4.0    3.9   174   10.4    0.7    6.0    0.00   956.95   147   19.6    3.0   -995   -995   -995   -995   -995    -995    -995    -995
 SEMI   143     5     24   18.6    0.8    0.8    22   13.5    0.2    1.1    0.00   988.23   118   18.9    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 SHAW    84     5     27   18.9    0.7    0.6   133   16.3    0.2    1.1    0.00   983.71   122   18.9    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 SKIA    85     5     26   17.2    0.5    0.5   327   17.6    0.3    1.1    0.00   988.73    90   17.8    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 SLAP    86     5     21   20.3    6.4    6.4   195    7.1    0.9    8.0    0.00   929.74   165   20.1    4.6   -995   -995   -995   -995   -995    -995    -995    -995
 SPEN    87     5     23   19.0    0.7    0.7   174   19.2    0.2    1.3    0.00   978.15    94   19.0    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 STIG    88     5     32   15.7    2.3    2.2     5   11.2    0.3    2.9    0.00  1002.61    88   16.7    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 STIL    89     5     22   18.9    0.1    0.1   281    5.7    0.1    0.4    0.00   989.94   116   19.7    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 STUA    90     5     31   16.9    3.2    3.2    57    3.5    0.3    3.9    0.00   992.54   107   18.0    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 SULP    91     5     26   18.4    3.2    3.1   104    7.5    0.4    4.0    0.00   985.02   122   18.8    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 TAHL    92     5     30   14.9    1.4    1.3   339   18.5    0.3    2.3    0.00   988.92    85   15.1    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 TALA   138     5     43   16.0    3.2    3.2   151    5.2    0.5    4.0    0.00   995.39    92   16.4    2.2   -995   -995   -995   -995   -995    -995    -995    -995
 TALI    93     5     27   16.3    2.5    2.4    28    9.2    0.6    3.7    0.00   999.04    87   16.8    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 TIPT    94     5     33   19.4    0.9    0.9   119    7.7    0.1    1.2    0.00   977.16   153   20.0    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 TISH    95     5     29   18.5    2.2    2.2    85    6.1    0.4    2.9    0.00   991.02   116   19.0    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 TULN   137     5     28   17.3    0.5    0.4    80   32.0    0.2    1.0    0.00   997.76    93   17.9    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 VALL   140     5     30   17.7    1.6    1.5     5   21.1    0.6    3.1    0.00  1008.85    82   18.8    0.8   -995   -995   -995   -995   -995    -995    -995    -995
 VINI    97     5     40   14.6    2.0    2.0   125    3.3    0.2    2.3    0.00   994.58    69   15.4    0.8   -995   -995   -995   -995   -995    -995    -995    -995
 WAL2   136     5     28   19.4    3.1    3.1   200    4.9    0.3    3.9    0.00   984.65   123   20.1    2.1   -995   -995   -995   -995   -995    -995    -995    -995
 WASH    99     5     26   19.1    2.0    2.0   126    6.2    0.3    2.6    0.00   981.92   125   19.1    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 WATO   100     5     35   17.5    4.7    4.7   180    6.2    0.6    6.0    0.00   961.33   138   17.8    3.3   -995   -995   -995   -995   -995    -995    -995    -995
 WAUR   101     5     22   20.9    0.2    0.2    70   24.6    0.2    0.8    0.00   989.35   132   21.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 WEAT   102     5     39   16.8    4.3    4.2   175    5.3    0.4    5.5    0.00   958.97   143   17.5    2.7   -995   -995   -995   -995   -995    -995    -995    -995
 WEBR   132     5     44   14.8   -999   -999  -999   -999   -999   -999    0.00  1005.85  -999   16.5   -999   -995   -995   -995   -995   -995    -995    -995    -995
 WEST   104     5     34   13.6    1.8    1.7   342   10.3    0.3    2.5    0.00   982.12    80   14.7    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 WILB   105     5     35   16.1    3.0    3.0    31    6.1    0.6    4.0    0.00   999.53    98   16.9    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 WIST   106     5     29   16.2    3.1    3.0   308   10.9    0.4    4.0    0.00  1006.20    82   16.9    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 WOOD   107     5     21   20.2    6.1    6.1   221    6.7    1.2    8.5    0.00   947.91   156   20.4    4.4   -995   -995   -995   -995   -995    -995    -995    -995
 WYNO   108     5     25   17.8    0.1    0.1   170    8.4    0.2    0.6    0.00   990.11   106   18.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 YUKO   142     5     26   18.2    1.3    1.3   128    8.9    0.3    1.9    0.00   974.62   132   18.3    0.8   -995   -995   -995   -995   -995    -995    -995    -995
